symbol	gene	description	original_symbol	ASD_high_conf	EPI_high_conf	CHD_high_conf	ASD_DNV	EPI_DNV	CHD_DNV	matches
TSPAN17	26262	tetraspanin 17	TSPAN17	0	0	0	1	0	0	
TSPAN4	7106	tetraspanin 4	TSPAN4	0	0	0	1	0	0	
TTC21A	199223	tetratricopeptide repeat domain 21A	TTC21A	0	0	0	1	0	0	
TTF1	7270	transcription termination factor 1	TTF1	0	0	0	0	1	0	
TTN	7273	titin	TTN	0	0	0	1	1	1	
TUBA1A	7846	tubulin alpha 1a	TUBA1A	0	0	0	1	0	0	
TUBA1C	84790	tubulin alpha 1c	TUBA1C	0	0	0	0	0	1	
TUBB2A	7280	tubulin beta 2A class IIa	TUBB2A	0	0	0	0	1	0	
TUBB6	84617	tubulin beta 6 class V	TUBB6	0	0	0	0	0	1	
TUSC1	286319	tumor suppressor candidate 1	TUSC1	0	0	0	1	0	0	
TYW5	129450	tRNA-yW synthesizing protein 5	TYW5	0	0	0	1	0	0	
U2SURP	23350	U2 snRNP associated SURP domain containing	U2SURP	0	0	0	1	0	0	
UBAP2L	9898	ubiquitin associated protein 2 like	UBAP2L	0	0	0	1	0	0	
UBE2B	7320	ubiquitin conjugating enzyme E2 B	UBE2B	0	0	0	0	0	1	
UBE2H	7328	ubiquitin conjugating enzyme E2 H	UBE2H	0	0	0	0	0	1	
UBN2	254048	ubinuclein 2	UBN2	0	0	0	1	0	0	
UBQLN4	56893	ubiquilin 4	UBQLN4	0	0	0	0	1	0	
UBR3	130507	ubiquitin protein ligase E3 component n-recognin 3 (putative)	UBR3	0	0	0	1	0	1	
UBR5	51366	ubiquitin protein ligase E3 component n-recognin 5	UBR5	0	0	0	1	0	0	
UCHL3	7347	ubiquitin C-terminal hydrolase L3	UCHL3	0	0	0	0	0	1	
UGGT1	56886	UDP-glucose glycoprotein glucosyltransferase 1	UGGT1	0	0	0	1	0	0	
UGT1A10	54575	UDP glucuronosyltransferase family 1 member A10	UGT1A10	0	0	0	1	0	0	
UMODL1	89766	uromodulin like 1	UMODL1	0	0	0	0	0	1	
UNC5B	219699	unc-5 netrin receptor B	UNC5B	0	0	0	0	0	1	
UNC79	57578	"unc-79 homolog, NALCN channel complex subunit"	UNC79	0	0	0	1	0	0	
UNC80	285175	"unc-80 homolog, NALCN channel complex subunit"	UNC80	0	0	0	1	0	0	
UPF3B	65109	"UPF3B, regulator of nonsense mediated mRNA decay"	UPF3B	0	0	0	1	0	0	
URB1	9875	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)	URB1	0	0	0	1	0	0	
UROD	7389	uroporphyrinogen decarboxylase	UROD	0	0	0	0	0	1	
USP15	9958	ubiquitin specific peptidase 15	USP15	0	0	0	1	0	0	
USP24	23358	ubiquitin specific peptidase 24	USP24	0	0	0	1	0	0	
USP29	57663	ubiquitin specific peptidase 29	USP29	0	0	0	1	0	0	
USP45	85015	ubiquitin specific peptidase 45	USP45	1	0	0	1	0	0	
USP46	64854	ubiquitin specific peptidase 46	USP46	0	0	0	1	0	1	
USP7	7874	ubiquitin specific peptidase 7	USP7	0	0	0	1	0	0	
UTP20	27340	"UTP20, small subunit processome component"	UTP20	0	0	0	1	0	0	
VAV3	10451	vav guanine nucleotide exchange factor 3	VAV3	0	0	0	1	0	0	
VCP	7415	valosin containing protein	VCP	0	0	0	1	0	0	
VPS13D	55187	vacuolar protein sorting 13 homolog D	VPS13D	0	0	0	1	0	0	
VPS37A	137492	"VPS37A, ESCRT-I subunit"	VPS37A	0	0	0	0	1	0	
VPS39	23339	"VPS39, HOPS complex subunit"	VPS39	0	0	0	1	0	0	
VPS4A	27183	vacuolar protein sorting 4 homolog A	VPS4A	0	0	0	1	0	0	
VSIG1	340547	V-set and immunoglobulin domain containing 1	VSIG1	0	0	0	0	0	1	
VSIG4	11326	V-set and immunoglobulin domain containing 4	VSIG4	0	0	0	1	0	0	
WAC	51322	WW domain containing adaptor with coiled-coil	WAC	1	0	0	1	0	0	
GALNT17	64409	polypeptide N-acetylgalactosaminyltransferase 17	WBSCR17	0	0	0	1	0	0	DIF
WDFY3	23001	WD repeat and FYVE domain containing 3	WDFY3	1	0	0	1	0	0	
WDR26	80232	WD repeat domain 26	WDR26	0	0	0	1	0	0	
WDR33	55339	WD repeat domain 33	WDR33	0	0	0	1	0	0	
WDR45	11152	WD repeat domain 45	WDR45	0	0	0	0	1	0	
WDR45B	56270	WD repeat domain 45B	WDR45B	0	0	0	0	0	1	
NSD2	7468	nuclear receptor binding SET domain protein 2	WHSC1	0	0	0	0	0	1	DIF
NSD3	54904	nuclear receptor binding SET domain protein 3	WHSC1L1	0	0	0	0	1	0	DIF
WNT7B	7477	Wnt family member 7B	WNT7B	0	0	0	1	0	0	
WNT9A	7483	Wnt family member 9A	WNT9A	0	0	0	1	0	0	
XKR6	286046	XK related 6	XKR6	0	0	0	1	0	0	
XPO1	7514	exportin 1	XPO1	0	0	0	0	1	0	
XYLT2	64132	xylosyltransferase 2	XYLT2	0	0	0	1	0	0	
YIPF5	81555	Yip1 domain family member 5	YIPF5	0	0	0	1	0	0	
YTHDC1	91746	YTH domain containing 1	YTHDC1	0	0	0	1	0	0	
ZBTB40	9923	zinc finger and BTB domain containing 40	ZBTB40	0	0	0	1	0	0	
ZBTB41	360023	zinc finger and BTB domain containing 41	ZBTB41	0	0	0	1	0	0	
ZBTB49	166793	zinc finger and BTB domain containing 49	ZBTB49	0	0	0	1	0	0	
ZC3H4	23211	zinc finger CCCH-type containing 4	ZC3H4	0	0	0	1	0	0	
ZEB2	9839	zinc finger E-box binding homeobox 2	ZEB2	0	0	1	0	0	1	
ZFHX3	463	zinc finger homeobox 3	ZFHX3	0	0	0	1	0	0	
ZFP2	80108	ZFP2 zinc finger protein	ZFP2	0	0	0	1	0	0	
ZFPM2	23414	"zinc finger protein, FOG family member 2"	ZFPM2	0	0	0	1	0	0	
ZFYVE26	23503	zinc finger FYVE-type containing 26	ZFYVE26	0	0	0	1	0	0	
ZFYVE9	9372	zinc finger FYVE-type containing 9	ZFYVE9	0	0	0	1	0	0	
ZMYND11	10771	zinc finger MYND-type containing 11	ZMYND11	0	0	0	1	0	0	
ZNF174	7727	zinc finger protein 174	ZNF174	0	0	0	0	0	1	
ZNF248	57209	zinc finger protein 248	ZNF248	0	0	0	0	1	0	
ZNF292	23036	zinc finger protein 292	ZNF292	0	0	0	0	0	1	
ZNF490	57474	zinc finger protein 490	ZNF490	0	0	0	1	0	0	
ZNF521	25925	zinc finger protein 521	ZNF521	0	0	0	0	0	1	
ZNF559	84527	zinc finger protein 559	ZNF559	1	0	0	0	0	0	
ZNF598	90850	zinc finger protein 598	ZNF598	0	0	0	1	0	0	
ZNF614	80110	zinc finger protein 614	ZNF614	0	0	0	1	0	0	
ZNF623	9831	zinc finger protein 623	ZNF623	0	0	0	0	0	1	
ZNF704	619279	zinc finger protein 704	ZNF704	0	0	0	0	0	1	
ZNF853	54753	zinc finger protein 853	ZNF853	0	0	0	1	0	0	
ZNFX1	57169	zinc finger NFX1-type containing 1	ZNFX1	0	0	0	0	1	0	
ZSWIM8	23053	zinc finger SWIM-type containing 8	ZSWIM8	0	0	0	1	0	0	
ZWILCH	55055	zwilch kinetochore protein	ZWILCH	0	0	0	1	0	0	
